XNR_genes	GO_terms	SSHG_genes
XNR_3066	GO:0000160; GO:0003677; GO:0006355	Salbus254_3268 SSHG_02878
XNR_1111	GO:0005737; GO:0005840; GO:0006400; GO:0018339; GO:0046872; GO:0051539; GO:0103039	FE156_06030 FRZ02_09200 SSHG_04811
XNR_5372	GO:0004385; GO:0005524; GO:0005737	CLM82_03555 CWI85_17090 EQK42_21025 FRZ02_19880 Salbus254_5642 SSHG_00583
XNR_5142	GO:0008811; GO:0046677	CWI85_04880 Salbus254_5412 SSHG_00804
XNR_0393	GO:0005886; GO:0016021; GO:0022857	CLM82_17850 CWI85_00730 FRZ02_05740 Salbus254_0656 SSHG_05531
XNR_4544	GO:0016021	FRZ02_28750 Salbus254_4805 SSHG_01395
XNR_5495	GO:0004844; GO:0005737; GO:0006284	CWI85_34035 FE156_27765 FRZ02_20515 Salbus254_5767 SSHG_00452
XNR_3111	GO:0004825; GO:0005524; GO:0005737; GO:0006431; GO:0046872	Salbus254_3314 SSHG_02832
XNR_0997	GO:0003677	CWI85_35450 FRZ02_08630 Salbus254_1244 SSHG_04932
XNR_3639	GO:0005886; GO:0008137; GO:0016021; GO:0048038	CLM82_21130 CWI85_29750 FRZ02_31440 Salbus254_3836 SSHG_02291
XNR_0079	GO:0016628; GO:0016829; GO:0071949	CWI85_18515 Salbus254_0339 SSHG_05839
XNR_2996	GO:0008080	CLM82_06845 CWI85_30710 FRZ02_00615 Salbus254_3198 SSHG_02948
XNR_4229	GO:0004553; GO:0005975	Salbus254_4452 SSHG_01709
XNR_3439	GO:0005886; GO:0016021; GO:0055085	CWI85_21260 FRZ02_16140 Salbus254_3634 SSHG_02499
XNR_2795	GO:0016021	CWI85_23750 EQK42_29400 FE156_16125 SSHG_03144
XNR_3872	GO:0000105; GO:0004477; GO:0004488; GO:0006164; GO:0009086; GO:0035999	CLM82_27820 CWI85_04250 FRZ02_25410 Salbus254_4091 SSHG_02061
XNR_1495	GO:0016021; GO:0051301	FRZ02_11125 Salbus254_1757 SSHG_04428
XNR_2103	GO:0051301	FRZ02_14215 SSHG_03829
XNR_3002	GO:0005886	CLM82_06815 CWI85_30740 EQK42_17705 FRZ02_00645 Salbus254_3204 SSHG_02942
XNR_5343	GO:0003755	FRZ02_19735 Salbus254_5613 SSHG_00612
XNR_3723	GO:0003746; GO:0003924; GO:0005525; GO:0005737	CWI85_35530 FRZ02_24595 Salbus254_3927 SSHG_02212
XNR_1731	GO:0033294; GO:0051470	CWI85_24325 FRZ02_12320 SSHG_04196
XNR_4568	GO:0008168	CWI85_33305 FRZ02_28870 Salbus254_4829 SSHG_01370
XNR_0160	GO:0005886; GO:0016021; GO:0055085	CWI85_28865 SSHG_05757
XNR_1420	GO:0004553; GO:0030245	Salbus254_1682 SSHG_04507
XNR_4505	GO:0003677	FRZ02_28550 SSHG_01435
XNR_1895	GO:0000160; GO:0003677; GO:0006355	CLM82_17130 CWI85_00700 EQK42_06170 FE156_09960 FRZ02_13095 Salbus254_2158 SSHG_04034
XNR_4393	GO:0000034; GO:0006146; GO:0008270; GO:0009117; GO:0043103	CWI85_18440 FRZ02_28005 Salbus254_4630 SSHG_01542
XNR_4645	GO:0005886; GO:0016021; GO:0055085	CLM82_01120 CWI85_26655 FE156_23325 FRZ02_29365 Salbus254_4909 SSHG_01293
XNR_1945	GO:0004096; GO:0006979; GO:0020037; GO:0046872	CWI85_29445 FRZ02_13360 Salbus254_2210 SSHG_03987
XNR_3757	GO:0003735; GO:0005840; GO:0006412	CLM82_14640 CWI85_36345 FRZ02_24770 Salbus254_3961 SSHG_02178
XNR_0208	GO:0003796; GO:0009253; GO:0016998	CWI85_26450 Salbus254_0470 SSHG_05709
XNR_5486	GO:0003677; GO:0045892; GO:0046677	Salbus254_5758 SSHG_00461
XNR_3729	GO:0003735; GO:0005840; GO:0006412; GO:0019843	CLM82_14785 CWI85_35560 EQK42_05335 FE156_18865 FRZ02_24625 FRZ02_31270 Salbus254_3933 SSHG_02206
XNR_1963	GO:0000160; GO:0003677; GO:0006355	CLM82_10915 CWI85_29355 EQK42_12740 FRZ02_13450 Salbus254_2227 SSHG_03969
XNR_3803	GO:0003677; GO:0005737; GO:0006355; GO:0035731; GO:0046872; GO:0051539	CWI85_17875 FE156_19235 FRZ02_25005 SSHG_02132
XNR_1125	GO:0016021	CLM82_19100 CWI85_35010 FRZ02_09280 Salbus254_1373 SSHG_04793
XNR_0723	GO:0004252	CLM82_01465 CWI85_18225 FRZ02_07200 Salbus254_0956 SSHG_05200
XNR_0911	GO:0008270; GO:0016491	FRZ02_08105 SSHG_05019
XNR_3808	GO:0000271; GO:0016616; GO:0016628; GO:0051287	FRZ02_25030 Salbus254_4013 SSHG_02127
XNR_3902	GO:0004587; GO:0030170	Salbus254_4125 SSHG_02031
XNR_1677	GO:0003677; GO:0006355	Salbus254_1942 SSHG_04246
XNR_4328	GO:0005524; GO:0006457; GO:0008233; GO:0008270; GO:0046983; GO:0051082	CLM82_08465 FRZ02_27690 Salbus254_4562 SSHG_01608
XNR_3079	GO:0016021	CLM82_11010 CWI85_00280 FRZ02_01045 Salbus254_3282 SSHG_02865
XNR_4315	GO:0006865; GO:0016021; GO:0022857	FRZ02_27625 Salbus254_4549 SSHG_01619
XNR_0566	GO:0003677; GO:0006355	CWI85_31115 FRZ02_06605 Salbus254_0836 SSHG_05359
XNR_5579	GO:0003700; GO:0043565	FRZ02_20940 Salbus254_5852 SSHG_00368
XNR_2085	GO:0003677; GO:0005524; GO:0016887	FRZ02_14110 Salbus254_2350 SSHG_03848
XNR_1040	GO:0003677; GO:0003918; GO:0005524; GO:0006265	Salbus254_1289 SSHG_04887
XNR_4486	GO:0016787	CWI85_20400 FRZ02_28450 Salbus254_4724 SSHG_01454
XNR_3756	GO:0003677; GO:0003899; GO:0006351; GO:0046983	CLM82_14645 CWI85_36340 EQK42_05195 FE156_19005 FRZ02_24765 Salbus254_3960 SSHG_02179
XNR_2837	GO:0003677	CLM82_12975 CWI85_01975 EQK42_04290 FE156_15905 FRZ02_30390 Salbus254_3049 SSHG_03108
XNR_0902	GO:0005524; GO:0008643; GO:0016887	Salbus254_1133 SSHG_05028
XNR_0764	GO:0000160; GO:0003677; GO:0006355	CWI85_04820 FRZ02_07395 Salbus254_0994 SSHG_05162
XNR_1031	GO:0005886; GO:0016021; GO:0055085	CWI85_33725 FRZ02_08800 Salbus254_1280 SSHG_04896
XNR_4617	GO:0004392; GO:0006788; GO:0046872	FRZ02_29110 Salbus254_4879 SSHG_01321
XNR_5748	GO:0016021	CWI85_01425 Salbus254_6124 SSHG_00206
XNR_3129	GO:0009116; GO:0016757	CLM82_00580 CWI85_35175 FRZ02_01280 Salbus254_3335 SSHG_02813
XNR_2936	GO:0005886; GO:0009055; GO:0016021; GO:0019646; GO:0046872; GO:0070069	CWI85_34380 Salbus254_3153 SSHG_03010
XNR_0384	GO:0016788	CWI85_00980 FRZ02_05695 Salbus254_0647 SSHG_05540
XNR_0935	GO:0043190	CWI85_33890 EQK42_15925 FE156_05285 FRZ02_08235 Salbus254_1168 SSHG_04995
XNR_4197	GO:0003677	CWI85_23355 SSHG_01741
XNR_3710	GO:0005840; GO:0006412; GO:0042254; GO:0070180	CLM82_29655 CWI85_31740 EQK42_06675 FRZ02_24525 Salbus254_3914 SSHG_02222
XNR_1680	GO:0005524; GO:0016887	Salbus254_1945 SSHG_04243
XNR_5368	GO:0004088; GO:0005524; GO:0006526; GO:0044205; GO:0046872	Salbus254_5638 SSHG_00588
XNR_2105	GO:0003677	CLM82_17410 CWI85_30540 FE156_11080 FRZ02_14225 Salbus254_2370 SSHG_03827
XNR_4360	GO:0005737; GO:0017148; GO:0042256; GO:0090071	CLM82_22805 CWI85_32695 EQK42_17070 FRZ02_27845 Salbus254_4596 SSHG_01575
XNR_0634	GO:0006144; GO:0033971	CLM82_04995 CWI85_36750 FE156_03705 FRZ02_06755 Salbus254_0866 SSHG_05291
XNR_2723	GO:0016787	CWI85_24185 EQK42_19145 FE156_16655 FRZ02_23425 Salbus254_2930 SSHG_03210
XNR_3107	GO:0016021	CWI85_21310 FRZ02_01185 SSHG_02836
XNR_2987	GO:0016021	CWI85_03105 FRZ02_00570 SSHG_02957
XNR_1153	GO:0002161; GO:0004827; GO:0005524; GO:0005737; GO:0006433	CLM82_19365 CWI85_20515 FRZ02_09415 Salbus254_1403 SSHG_04766
XNR_4928	GO:0004801; GO:0005737; GO:0005975; GO:0006098	CLM82_12795 CWI85_18200 FRZ02_16900 SSHG_01015
XNR_1802	GO:0003700; GO:0043565	CLM82_03015 CWI85_01750 FE156_09550 FRZ02_12655 SSHG_04127
XNR_4665	GO:0004494; GO:0031419; GO:0046872	CWI85_24295 FRZ02_29475 Salbus254_4929 SSHG_01273
XNR_1002	GO:0003677	FRZ02_08655 SSHG_04927
XNR_3831	GO:0000160; GO:0003677; GO:0006355	FE156_19370 FRZ02_25155 Salbus254_4036 SSHG_02100
XNR_3029	GO:0003755; GO:0006457	CWI85_01630 FRZ02_00785 SSHG_02915
XNR_1923	GO:0000287; GO:0009108; GO:0016780; GO:0043743; GO:0052645	CWI85_09910 Salbus254_2187 SSHG_04008
XNR_1396	GO:0016301; GO:0016798	FRZ02_10620 Salbus254_1658 SSHG_04532
XNR_3379	GO:0008168	CWI85_27060 SSHG_02559
XNR_4621	GO:0016021	Salbus254_4883 SSHG_01317
XNR_3061	GO:0016021	CWI85_04895 Salbus254_3263 SSHG_02883
XNR_5362	GO:0003677; GO:0045892	CLM82_26915 CWI85_17040 FE156_27105 FRZ02_19830 Salbus254_5632 SSHG_00593
XNR_5678	GO:0016301	CWI85_26625 FRZ02_21405 Salbus254_6044 SSHG_00272
XNR_4498	GO:0000902; GO:0005524; GO:0005737; GO:0008360	FRZ02_28510 SSHG_01443
XNR_0725	GO:0016021; GO:0055085	CWI85_18235 FRZ02_07210 Salbus254_0958 SSHG_05198
XNR_5779	GO:0006464; GO:0008113	CLM82_13120 CWI85_20445 EQK42_22800 FRZ02_21895 Salbus254_6452 SSHG_00174
XNR_4021	GO:0005737; GO:0009117; GO:0035529; GO:0047429	CLM82_14350 Salbus254_4241 SSHG_01914
XNR_0675	GO:0004725	Salbus254_0907 SSHG_05249
XNR_1668	GO:0008237; GO:0009014; GO:0009089; GO:0046872	CLM82_20485 CWI85_05965 FRZ02_11995 SSHG_04255
XNR_2725	GO:0004252; GO:0009403; GO:0016021	FRZ02_23415 Salbus254_2932 SSHG_03208
XNR_4105	GO:0009279; GO:0016021	CLM82_17360 CWI85_24805 Salbus254_4331 SSHG_01833
XNR_4517	GO:0003677; GO:0006355	CWI85_00095 SSHG_01422
XNR_2610	GO:0003677; GO:0005623; GO:0006879; GO:0008199; GO:0016722	CLM82_03790 CWI85_28635 EQK42_26490 FE156_17050 FRZ02_02230 FRZ02_23860 Salbus254_2836 SSHG_03325
XNR_2142	GO:0003677; GO:0003700; GO:0006352; GO:0016987	CWI85_26130 FE156_11265 FRZ02_14415 Salbus254_2407 SSHG_03792
XNR_0403	GO:0016874	Salbus254_0666 SSHG_05521
XNR_3483	GO:0005524; GO:0008233	CLM82_29840 CWI85_24525 FRZ02_15910 Salbus254_3677 SSHG_02453
XNR_4212	GO:0016874	CWI85_01130 SSHG_01728
XNR_5234	GO:0000155; GO:0005524	CWI85_19565 FRZ02_19135 Salbus254_5504 SSHG_00713
XNR_5147	GO:0003677; GO:0003700	CLM82_30930 FRZ02_18700 Salbus254_5417 SSHG_00799
XNR_5695	GO:0016491	CWI85_06845 Salbus254_6059 SSHG_00256
XNR_5137	GO:0016021	CLM82_20010 CWI85_04855 FRZ02_18650 Salbus254_5407 SSHG_00809
XNR_3934	GO:0006099; GO:0008177; GO:0016020; GO:0022900; GO:0050660	CWI85_32935 EQK42_23540 FRZ02_25700 Salbus254_4155 SSHG_02000
XNR_3208	GO:0003700	CWI85_25645 FRZ02_01665 Salbus254_3409 SSHG_02729
XNR_0543	GO:0005198	CLM82_13485 CWI85_18715 FRZ02_06490 Salbus254_0813 SSHG_05383
XNR_1009	GO:0000155; GO:0005524; GO:0016021	CLM82_13785 CWI85_21895 FRZ02_08690 Salbus254_1256 SSHG_04920
XNR_4872	GO:0005524; GO:0016887	CWI85_23205 FRZ02_17180 SSHG_01070
XNR_0666	GO:0003677	FRZ02_06915 SSHG_05258
XNR_0053	GO:0016021; GO:0022857	CWI85_09600 SSHG_05863
XNR_5802	GO:0005524; GO:0015833; GO:0016887	Salbus254_6183 SSHG_00152
XNR_2558	GO:0003723; GO:0006396; GO:0008173	CWI85_26470 SSHG_03372
XNR_2218	GO:0003700	CWI85_33230 SSHG_03703
XNR_3882	GO:0016614; GO:0050660	CWI85_02990 FRZ02_25470 Salbus254_4105 SSHG_02051
XNR_5601	GO:0016787	CWI85_07175 FRZ02_21045 SSHG_00346
XNR_0451	GO:0005886; GO:0016021; GO:0022857	FRZ02_06025 Salbus254_0720 SSHG_05473
XNR_4531	GO:0016021	CLM82_16525 CWI85_27270 FRZ02_28685 Salbus254_4793 SSHG_01408
XNR_3101	GO:0016021	FRZ02_01155 Salbus254_3304 SSHG_02842
XNR_1571	GO:0005886; GO:0016021; GO:0055085	CLM82_01640 CWI85_36385 FRZ02_11510 Salbus254_1834 SSHG_04353
XNR_3672	GO:0003824; GO:0030976	CLM82_03455 CWI85_28915 FRZ02_24235 Salbus254_3859 SSHG_02258
XNR_3800	GO:0005524; GO:0005737; GO:0042026; GO:0051082	CLM82_32400 CWI85_17860 EQK42_02020 FRZ02_24990 Salbus254_4005 SSHG_02135
XNR_5701	GO:0003735; GO:0005840; GO:0006412; GO:0019843	CWI85_09405 FRZ02_21510 SSHG_00250
XNR_1698	GO:0005886; GO:0016021; GO:0055085	CLM82_31155 CWI85_22290 FRZ02_12155 SSHG_04227
XNR_3631	GO:0005506; GO:0005886; GO:0008137; GO:0048038; GO:0051539	CLM82_15300 CWI85_29935 EQK42_04720 FE156_18415 FRZ02_31480 Salbus254_3828 SSHG_02299
XNR_2367	GO:0016021	CWI85_01955 FRZ02_31800 Salbus254_2619 SSHG_03555
XNR_3855	GO:0004359; GO:0006541	FRZ02_25325 Salbus254_4074 SSHG_02078
XNR_3405	GO:0003824	Salbus254_3600 SSHG_02533
XNR_2202	GO:0003677	CWI85_24840 FRZ02_14615 Salbus254_2453 SSHG_03720
XNR_0955	GO:0008168	CWI85_10290 FRZ02_08295 Salbus254_1182 SSHG_04975
XNR_2091	GO:0000453; GO:0005737; GO:0070677	CWI85_07805 Salbus254_2356 SSHG_03842
XNR_1224	GO:0008519; GO:0016021	CWI85_03415 FRZ02_09775 Salbus254_1475 SSHG_04697
XNR_2343	GO:0016021	CLM82_13100 CWI85_38245 FRZ02_31665 Salbus254_2596 SSHG_03577
XNR_5363	GO:0004845; GO:0006355; GO:0009116	CWI85_17045 FRZ02_19835 SSHG_00592
XNR_5256	GO:0008080	CWI85_10410 FRZ02_19310 SSHG_00693
XNR_4119	GO:0003677; GO:0003700	CLM82_11655 CWI85_26430 Salbus254_4345 SSHG_01819
XNR_0014	GO:0051213	CWI85_29585 FRZ02_22675 SSHG_00015
XNR_4818	GO:0016021	FRZ02_17445 SSHG_01119
XNR_0714	GO:0004781; GO:0005524; GO:0019419	CWI85_30830 Salbus254_0947 SSHG_05209
XNR_5892	GO:0016301	Salbus254_6291 SSHG_00055
XNR_1872	GO:0016740	CWI85_20490 SSHG_04055
XNR_5335	GO:0003677; GO:0005524; GO:0006281; GO:0006310; GO:0009378; GO:0009432	CLM82_28605 CWI85_02670 EQK42_03415 FRZ02_19695 Salbus254_5605 SSHG_00620
XNR_4874	GO:0005886; GO:0016021; GO:0022857	CLM82_07460 CWI85_23195 EQK42_17900 FE156_24505 Salbus254_5139 SSHG_01068
XNR_3141	GO:0043190; GO:0055085	CWI85_20115 FRZ02_01350 SSHG_02801
XNR_3751	GO:0046872; GO:0070006; GO:0070084	CWI85_36315 FRZ02_24740 Salbus254_3955 SSHG_02184
XNR_0974	GO:0008168	Salbus254_1202 SSHG_04954
XNR_1037	GO:0016021	Salbus254_1286 SSHG_04890
XNR_5055	GO:0005737; GO:0051301; GO:0051304	CWI85_12805 FRZ02_18215 Salbus254_5321 SSHG_00893
XNR_4302	GO:0000256; GO:0004037; GO:0006144	FRZ02_27540 Salbus254_4536 SSHG_01632
XNR_2326	GO:0003676; GO:0005737	CLM82_28120 CWI85_33910 FRZ02_31575 Salbus254_2579 SSHG_03594
XNR_4702	GO:0004148; GO:0005623; GO:0009055; GO:0045454; GO:0050660	CLM82_24590 EQK42_30530 FE156_23640 FRZ02_29660 Salbus254_4965 SSHG_01237
XNR_1465	GO:0005886; GO:0015986; GO:0016021; GO:0045263; GO:0046933	CLM82_28180 CWI85_30880 FE156_07870 FRZ02_10975 Salbus254_1727 SSHG_04461
XNR_5790	GO:0003677; GO:0003700	CWI85_00835 FRZ02_21980 SSHG_00164
XNR_4534	GO:0003824; GO:0046872	CWI85_04455 Salbus254_4796 SSHG_01405
XNR_1430	GO:0003700	CLM82_19020 CWI85_23840 FRZ02_10800 Salbus254_1692 SSHG_04497
XNR_0838	GO:0003677; GO:0003700	CWI85_32145 FRZ02_07730 Salbus254_1068 SSHG_05089
XNR_4478	GO:0016491; GO:0050660	FRZ02_28405 SSHG_01462
XNR_3530	GO:0003677; GO:0003700; GO:0005737; GO:0045892; GO:0050662; GO:0051775	CLM82_27355 CWI85_06350 EQK42_21185 FRZ02_15660 Salbus254_3724 SSHG_02400
XNR_3211	GO:0004867	CWI85_24715 SSHG_02726
XNR_2554	GO:0009058; GO:0016779	CWI85_23700 Salbus254_2780 SSHG_03376
XNR_5633	GO:0016787	CWI85_17525 Salbus254_6000 SSHG_00314
XNR_1105	GO:0003684; GO:0006284; GO:0006289; GO:0008270; GO:0016799; GO:0140078	SSHG_04818 SSHG_04820
XNR_5873	GO:0004497; GO:0071949	Salbus254_6271 SSHG_00076
XNR_5355	GO:0004107; GO:0009073; GO:0009423	CWI85_27185 FRZ02_19795 Salbus254_5625 SSHG_00600
XNR_2264	GO:0003677; GO:0003700; GO:0046914; GO:0046983	CLM82_15090 CWI85_38225 FRZ02_14925 Salbus254_2516 SSHG_03658
XNR_5409	GO:0000906; GO:0009231; GO:0009349	CLM82_20940 CWI85_03435 EQK42_02580 FRZ02_20070 Salbus254_5679 SSHG_00545
XNR_1300	GO:0005887; GO:0022857	CWI85_19450 SSHG_04627
XNR_4554	GO:0004497	CWI85_13610 FE156_22890 Salbus254_4815 SSHG_01385
XNR_4663	GO:0016620	CWI85_24285 FRZ02_29465 SSHG_01275
XNR_3408	GO:0015105; GO:0016021	Salbus254_3603 SSHG_02530
XNR_5908	GO:0004252	FRZ02_22575 Salbus254_6307 SSHG_00035
XNR_1681	GO:0005534; GO:0015757	CWI85_06875 FRZ02_12060 Salbus254_1946 SSHG_04242
XNR_1929	GO:0016021	FRZ02_13275 SSHG_04002
XNR_3385	GO:0006094; GO:0006096; GO:0046538	CWI85_30020 Salbus254_3582 SSHG_02553
XNR_1855	GO:0003677; GO:0003700	CWI85_10060 SSHG_04075
XNR_4824	GO:0000105; GO:0004399; GO:0008270; GO:0051287	CWI85_30940 Salbus254_5090 SSHG_01113
XNR_5424	GO:0016021	CWI85_19545 FRZ02_20150 Salbus254_5694 SSHG_00529
XNR_1588	GO:0003866; GO:0005737; GO:0009073; GO:0009423	CWI85_36970 FRZ02_11595 Salbus254_1852 SSHG_04335
XNR_4120	GO:0005623; GO:0016209; GO:0016491; GO:0045454	CLM82_11650 CWI85_26435 FRZ02_26605 Salbus254_4346 SSHG_01818
XNR_0232	GO:0004252; GO:0005737	CWI85_11795 EQK42_14935 FRZ02_04835 Salbus254_0494 SSHG_05685
XNR_0989	GO:0003700	FRZ02_08465 Salbus254_1218 SSHG_04940
XNR_3799	GO:0005524; GO:0005737; GO:0006457	CLM82_32405 CWI85_17855 EQK42_02015 FE156_19215 FRZ02_24985 Salbus254_4004 SSHG_02136
XNR_1779	GO:0000049; GO:0000175; GO:0006364; GO:0008033; GO:0009022; GO:0016075	CWI85_20200 FRZ02_12540 Salbus254_2042 SSHG_04150
XNR_4181	GO:0003700; GO:0016021; GO:0043565	CLM82_05330 CWI85_00530 FRZ02_26905 Salbus254_4409 SSHG_01757
XNR_5743	GO:0005524; GO:0016887	FRZ02_21720 SSHG_00211
XNR_3730	GO:0003735; GO:0005840; GO:0006412; GO:0019843	CLM82_14780 CWI85_35565 EQK42_05330 FRZ02_24630 FRZ02_31265 Salbus254_3934 SSHG_02205
XNR_2313	GO:0003677; GO:0003700	CLM82_22365 CWI85_29460 EQK42_11340 Salbus254_2566 SSHG_03607
XNR_5344	GO:0016787	Salbus254_5614 SSHG_00611
XNR_1361	GO:0004372; GO:0005737; GO:0008168; GO:0019264; GO:0030170; GO:0035999	CWI85_23895 FRZ02_10435 SSHG_04568
XNR_2749	GO:0016787	Salbus254_2961 SSHG_03185
XNR_5584	GO:0051213	FRZ02_20965 Salbus254_5857 SSHG_00363
XNR_3011	GO:0003677; GO:0003918; GO:0005524; GO:0005694; GO:0005737; GO:0006261; GO:0006265	CWI85_23945 Salbus254_3212 SSHG_02932
XNR_0130	GO:0016021	FRZ02_04335 SSHG_05789
XNR_4375	GO:0003735; GO:0005840; GO:0006412; GO:0019843	CWI85_14560 CWI85_31030 FE156_21970 FRZ02_27915 Salbus254_4612 SSHG_01560
XNR_3641	GO:0008137; GO:0016021; GO:0042773	CLM82_21120 CWI85_29740 FRZ02_31430 SSHG_02289
XNR_0372	GO:0005886; GO:0016021; GO:0022857	Salbus254_0634 SSHG_05550
XNR_4891	GO:0016021	Salbus254_5155 SSHG_01052
XNR_4148	GO:0005524; GO:0005525; GO:0016887; GO:0043022; GO:0043023	EQK42_27970 FRZ02_26750 SSHG_01789
XNR_4449	GO:0005524; GO:0006090; GO:0016301; GO:0046872; GO:0050242	CWI85_03055 FRZ02_28260 Salbus254_4686 SSHG_01486
XNR_5284	GO:0008080	CLM82_27155 CWI85_22755 FRZ02_19445 Salbus254_5554 SSHG_00663
XNR_3713	GO:0000287; GO:0003677; GO:0003899; GO:0006351; GO:0008270	Salbus254_3917 SSHG_02219
XNR_2272	GO:0016627; GO:0050660	CWI85_02880 FRZ02_14965 Salbus254_2524 SSHG_03649
XNR_4778	GO:0003677	CWI85_07335 FRZ02_30200 Salbus254_5042 SSHG_01159
XNR_0280	GO:0008324; GO:0016021	Salbus254_0541 SSHG_05645
XNR_4624	GO:0004519; GO:0004527; GO:0016021	CWI85_25095 FRZ02_29145 Salbus254_4886 SSHG_01314
XNR_1199	GO:0003746; GO:0005737	CLM82_24705 CWI85_36765 FRZ02_09645 Salbus254_1450 SSHG_04720
XNR_1728	GO:0051287; GO:0055114	CWI85_02150 FRZ02_12305 Salbus254_1992 SSHG_04199
XNR_1651	GO:0005524; GO:0016887; GO:0046872; GO:0051536	CWI85_21025 FRZ02_11910 SSHG_04273
XNR_4774	GO:0000287; GO:0004789; GO:0009228; GO:0009229	Salbus254_5038 SSHG_01163
XNR_5172	GO:0016787	CWI85_17590 FRZ02_18825 Salbus254_5442 SSHG_00775
XNR_5271	GO:0000160; GO:0003677; GO:0006355	Salbus254_5541 SSHG_00678
XNR_4043	GO:0043190; GO:0055085	CWI85_35710 FRZ02_26230 Salbus254_4263 SSHG_01890
XNR_1248	GO:0004367; GO:0005975; GO:0006650; GO:0008654; GO:0009331; GO:0046167; GO:0046168; GO:0051287	CWI85_07995 EQK42_09895 FRZ02_09900 Salbus254_1509 SSHG_04671
XNR_2069	GO:0000287; GO:0006099; GO:0006107; GO:0008964; GO:0015977	CWI85_23455 Salbus254_2334 SSHG_03864
XNR_3566	GO:0016829; GO:0051188; GO:0106141	CWI85_32525 Salbus254_3763 SSHG_02362
XNR_3003	GO:0000049; GO:0001682; GO:0004526	CLM82_06810 CWI85_30745 EQK42_17700 FE156_15120 FRZ02_00650 SSHG_02941
XNR_5696	GO:0003735; GO:0005840; GO:0006412; GO:0019843	CWI85_06850 FRZ02_21485 Salbus254_6060 SSHG_00255
XNR_5479	GO:0048037	CWI85_13245 FRZ02_20435 Salbus254_5751 SSHG_00468
XNR_3196	GO:0008483; GO:0009058; GO:0030170	CWI85_18805 Salbus254_3397 SSHG_02741
XNR_1538	GO:0004471; GO:0046872; GO:0051287	CWI85_00250 FE156_08250 FRZ02_11345 Salbus254_1801 SSHG_04386
XNR_3487	GO:0000160; GO:0003677; GO:0006355	CLM82_12480 CWI85_24545 FRZ02_15890 Salbus254_3681 SSHG_02448
XNR_0672	GO:0003908; GO:0005737; GO:0006307	Salbus254_0904 SSHG_05252
XNR_5412	GO:0016021	CWI85_03450 FRZ02_20085 Salbus254_5682 SSHG_00542
XNR_4670	GO:0009236; GO:0030788; GO:0055114	FRZ02_29500 SSHG_01268
XNR_2029	GO:0043190; GO:0055085	CLM82_25905 CWI85_27435 FRZ02_13790 SSHG_03902
XNR_5210	GO:0003677; GO:0004527; GO:0017108; GO:0033567	Salbus254_5480 SSHG_00737
XNR_1305	GO:0000287; GO:0003862; GO:0005737; GO:0009098; GO:0051287	CLM82_31915 CWI85_06685 FRZ02_10170 Salbus254_1566 SSHG_04623
XNR_4955	GO:0015035; GO:0016853	CWI85_10270 SSHG_00989
XNR_5632	GO:0016021	Salbus254_5999 SSHG_00315
XNR_2945	GO:0016021	CLM82_13995 CWI85_34810 EQK42_00315 FRZ02_00395 Salbus254_3162 SSHG_03001
XNR_4566	GO:0016021	CWI85_07135 SSHG_01372
XNR_5141	GO:0016627	Salbus254_5411 SSHG_00805
XNR_5183	GO:0004298; GO:0005737; GO:0010498; GO:0019774; GO:0019941	CLM82_31680 EQK42_11225 FE156_26095 FRZ02_18880 Salbus254_5453 SSHG_00764
XNR_3402	GO:0003677; GO:0045892	CLM82_03110 CWI85_08155 EQK42_27690 FRZ02_16430 Salbus254_3597 SSHG_02536
XNR_1375	GO:0016021	FRZ02_10515 SSHG_04553
XNR_3705	GO:0005886; GO:0006605; GO:0009306; GO:0015450; GO:0016021; GO:0043952; GO:0065002	CLM82_29630 CWI85_31765 EQK42_06650 FE156_18710 FRZ02_24500 Salbus254_3909 SSHG_02227
XNR_1266	GO:0016787; GO:0016853	CWI85_34100 FRZ02_09975 SSHG_04660
XNR_5867	GO:0016758	Salbus254_6265 SSHG_00082
XNR_0854	GO:0005886; GO:0016021; GO:0022857	CLM82_23235 FRZ02_07810 Salbus254_1084 SSHG_05074
XNR_4305	GO:0004252	FRZ02_27555 Salbus254_4539 SSHG_01629
XNR_5888	GO:0016874	FRZ02_22480 Salbus254_6287 SSHG_00060
XNR_1951	GO:0003995; GO:0050660	FRZ02_13390 SSHG_03981
XNR_4623	GO:0003864; GO:0005737; GO:0008168; GO:0015940; GO:0046872	CWI85_25090 Salbus254_4885 SSHG_01315
XNR_1663	GO:0004156; GO:0046654; GO:0046656; GO:0046872	CWI85_28025 SSHG_04260
XNR_3455	GO:0016021	CWI85_02265 FRZ02_16050 Salbus254_3650 SSHG_02481
XNR_1781	GO:0005886; GO:0008982; GO:0009401; GO:0016021	CWI85_20190 Salbus254_2044 SSHG_04148
XNR_2384	GO:0005975; GO:0016835; GO:0097173; GO:0097367	FRZ02_31945 SSHG_03538
XNR_2315	GO:0016021; GO:0022857	CWI85_29470 FRZ02_15175 Salbus254_2568 SSHG_03605
XNR_3176	GO:0016491; GO:0051537	CLM82_13510 CWI85_00415 FRZ02_01520 Salbus254_3381 SSHG_02762
XNR_4064	GO:0004021; GO:0009058; GO:0030170	CLM82_20890 SSHG_01869
XNR_5231	GO:0000027; GO:0003735; GO:0005840; GO:0006412; GO:0019843	CLM82_18490 CWI85_03075 EQK42_13520 FE156_26335 FRZ02_19125 SSHG_00716
