# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6046699	6047961	+	AGI91654.1			Histidyl-tRNA synthetase			XNR_5345	1263	420	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6048245	6048889	+							XNR_5346	645		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6048245	6048889	+	AGI91655.1			Integral membrane protein			XNR_5346	645	214	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6048957	6050321	+							XNR_5347	1365		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6048957	6050321	+	AGI91656.1			Recombination factor protein RarA			XNR_5347	1365	454	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6050692	6051306	+							XNR_5348	615		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6050692	6051306	+	AGI91657.1			30S ribosomal protein S4			XNR_5348	615	204	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6051554	6052006	+							XNR_5349	453		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6051554	6052006	+	AGI91658.1			Secreted protein			XNR_5349	453	150	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6052013	6052375	+							XNR_5350	363		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6052013	6052375	+	AGI91659.1			Secreted protein			XNR_5350	363	120	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6052375	6055047	+							XNR_5351	2673		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6052375	6055047	+	AGI91660.1			Alanyl-tRNA synthetase			XNR_5351	2673	890	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6055044	6055520	+							XNR_5352	477		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6055044	6055520	+	AGI91661.1			Holliday junction resolvase			XNR_5352	477	158	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6055648	6057483	+							XNR_5353	1836		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6055648	6057483	+	AGI91662.1			Aminodeoxychorismate lyase			XNR_5353	1836	611	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6057458	6058309	+							XNR_5354	852		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6057458	6058309	+	AGI91663.1			Shikimate 5-dehydrogenase I alpha			XNR_5354	852	283	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6058472	6059656	+							XNR_5355	1185		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6058472	6059656	+	AGI91664.1			Chorismate synthase			XNR_5355	1185	394	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6059689	6060171	+							XNR_5356	483		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6059689	6060171	+	AGI91665.1			Shikimate kinase I			XNR_5356	483	160	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6060168	6061250	+							XNR_5357	1083		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6060168	6061250	+	AGI91666.1			3-dehydroquinate synthase			XNR_5357	1083	360	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6061433	6062308	+							XNR_5358	876		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6061433	6062308	+	AGI91667.1			Secreted protein			XNR_5358	876	291	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6062404	6063537	+							XNR_5359	1134		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6062404	6063537	+	AGI91668.1			Peptidase			XNR_5359	1134	377	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6063632	6064198	+							XNR_5360	567		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6063632	6064198	+	AGI91669.1			Elongation factor P			XNR_5360	567	188	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6064201	6064629	+							XNR_5361	429		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6064201	6064629	+	AGI91670.1			Transcription termination protein NusB			XNR_5361	429	142	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6064782	6065282	-							XNR_5362	501		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6064782	6065282	-	AGI91671.1			Pleiotropic negative regulator BldD			XNR_5362	501	166	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6065568	6066164	+							XNR_5363	597		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6065568	6066164	+	AGI91672.1			Bifunctional protein pyrR			XNR_5363	597	198	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6066268	6067266	+							XNR_5364	999		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6066268	6067266	+	AGI91673.1			Aspartate carbamoyltransferase			XNR_5364	999	332	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6067263	6068558	+							XNR_5365	1296		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6067263	6068558	+	AGI91674.1			Dihydroorotase			XNR_5365	1296	431	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6068570	6069169	+							XNR_5366	600		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6068570	6069169	+	AGI91675.1			Integral membrane protein			XNR_5366	600	199	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6069166	6070308	+							XNR_5367	1143		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6069166	6070308	+	AGI91676.1			Carbamoyl-phosphate synthase small chain			XNR_5367	1143	380	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6070301	6073606	+							XNR_5368	3306		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6070301	6073606	+	AGI91677.1			Carbamoyl-phosphate synthase large chain			XNR_5368	3306	1101	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6073685	6074797	+							XNR_5369	1113		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6073685	6074797	+	AGI91678.1			Dihydroorotate dehydrogenase			XNR_5369	1113	370	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6074794	6075648	+							XNR_5370	855		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6074794	6075648	+	AGI91679.1			Orotidine 5'-phosphate decarboxylase			XNR_5370	855	284	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6076051	6076374	+							XNR_5371	324		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6076051	6076374	+	AGI91680.1			integration host factor			XNR_5371	324	107	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6076423	6077016	+							XNR_5372	594		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6076423	6077016	+	AGI91681.1			Guanylate kinase			XNR_5372	594	197	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6077155	6077427	+							XNR_5373	273		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6077155	6077427	+	AGI91682.1			DNA-directed RNA polymerase omega subunit			XNR_5373	273	90	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6077595	6078842	+							XNR_5374	1248		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6077595	6078842	+	AGI91683.1			Phosphopantothenoylcysteine decarboxylase / Phosphopantothenoylcysteine synthetase			XNR_5374	1248	415	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6079084	6080307	+							XNR_5375	1224		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6079084	6080307	+	AGI91684.1			S-adenosylmethionine synthetase			XNR_5375	1224	407	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6080377	6081480	-							XNR_5376	1104		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6080377	6081480	-	AGI91685.1			Hypothetical protein			XNR_5376	1104	367	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6081477	6083390	-							XNR_5377	1914		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6081477	6083390	-	AGI91686.1			Hypothetical protein			XNR_5377	1914	637	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6083387	6084142	-							XNR_5378	756		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6083387	6084142	-	AGI91687.1			Hypothetical protein			XNR_5378	756	251	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6084207	6085484	-							XNR_5379	1278		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6084207	6085484	-	AGI91688.1			Helix-turn-helix domain-containing protein			XNR_5379	1278	425	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6085693	6087828	+							XNR_5380	2136		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6085693	6087828	+	AGI91689.1			Primosome assembly protein PriA			XNR_5380	2136	711	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6088059	6088568	-							XNR_5381	510		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6088059	6088568	-	AGI91690.1			Hypothetical protein			XNR_5381	510	169	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6088941	6089885	+							XNR_5382	945		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6088941	6089885	+	AGI91691.1			Methionyl-tRNA formyltransferase			XNR_5382	945	314	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6090010	6091446	+							XNR_5383	1437		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6090010	6091446	+	AGI91692.1			RNA-binding Sun protein			XNR_5383	1437	478	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6091603	6092448	+							XNR_5384	846		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6091603	6092448	+	AGI91693.1			Oxidoreductase			XNR_5384	846	281	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6092507	6093061	+							XNR_5385	555		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6092507	6093061	+	AGI91694.1			DUF664 domain-containing protein			XNR_5385	555	184	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6093130	6093816	+							XNR_5386	687		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6093130	6093816	+	AGI91695.1			Ribulose-phosphate 3-epimerase			XNR_5386	687	228	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6093949	6094977	+							XNR_5387	1029		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6093949	6094977	+	AGI91696.1			Transcriptional regulator			XNR_5387	1029	342	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6095280	6095741	-							XNR_5388	462		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6095280	6095741	-	AGI91697.1			DUF385 domain containing protein			XNR_5388	462	153	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6095868	6096584	+							XNR_5389	717		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6095868	6096584	+	AGI91698.1			TetR-family transcriptional regulator			XNR_5389	717	238	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6096598	6097023	+							XNR_5390	426		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6096598	6097023	+	AGI91699.1			Guanyl-specific ribonuclease Sa3			XNR_5390	426	141	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6097068	6097466	+							XNR_5391	399		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6097068	6097466	+	AGI91700.1			Hypothetical protein			XNR_5391	399	132	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6097480	6098691	-							XNR_5392	1212		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6097480	6098691	-	AGI91701.1			Hypothetical protein			XNR_5392	1212	403	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6098972	6100438	+							XNR_5393	1467		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6098972	6100438	+	AGI91702.1			Inosine-5'-monophosphate dehydrogenase			XNR_5393	1467	488	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6100535	6100993	+							XNR_5394	459		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6100535	6100993	+	AGI91703.1			AsnC-family regulatory protein			XNR_5394	459	152	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6101188	6101973	+							XNR_5395	786		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6101188	6101973	+	AGI91704.1			Hydrolase			XNR_5395	786	261	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6102028	6103722	+							XNR_5396	1695		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6102028	6103722	+	AGI91705.1			Amino oxidase			XNR_5396	1695	564	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6103739	6104434	-							XNR_5397	696		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6103739	6104434	-	AGI91706.1			Hypothetical protein			XNR_5397	696	231	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6104532	6105434	-							XNR_5398	903		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6104532	6105434	-	AGI91707.1			LysR family transcriptional regulator			XNR_5398	903	300	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6105591	6106538	+							XNR_5399	948		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6105591	6106538	+	AGI91708.1			Permeases of the drug/metabolite transporter (DMT) superfamily			XNR_5399	948	315	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6106599	6108011	-							XNR_5400	1413		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6106599	6108011	-	AGI91709.1			Uracil-xanthine permease			XNR_5400	1413	470	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6108376	6108846	+							XNR_5401	471		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6108376	6108846	+	AGI91710.1			Thioesterase			XNR_5401	471	156	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6108812	6110038	-							XNR_5402	1227		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6108812	6110038	-	AGI91711.1			Integral membrane transporter			XNR_5402	1227	408	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6110155	6111351	+							XNR_5403	1197		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6110155	6111351	+	AGI91712.1			ROK-family transcriptional regulator			XNR_5403	1197	398	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6111579	6112316	-							XNR_5404	738		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6111579	6112316	-	AGI91713.1			dTDP-4-dehydrorhamnose reductase			XNR_5404	738	245	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6112708	6113844	+							XNR_5405	1137		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6112708	6113844	+	AGI91714.1			Riboflavin biosynthesis protein RibD			XNR_5405	1137	378	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6113845	6114468	+							XNR_5406	624		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6113845	6114468	+	AGI91715.1			Riboflavin synthase alpha chain			XNR_5406	624	207	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6114465	6115115	+							XNR_5407	651		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6114465	6115115	+	AGI91716.1			Integral membrane protein			XNR_5407	651	216	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6115112	6116413	+							XNR_5408	1302		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6115112	6116413	+	AGI91717.1			3, 4-dihydroxy-2-butanone 4-phosphate synthase			XNR_5408	1302	433	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6116470	6116955	+							XNR_5409	486		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6116470	6116955	+	AGI91718.1			6, 7-dimethyl-8-ribityllumazine synthase			XNR_5409	486	161	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6116990	6117262	+							XNR_5410	273		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6116990	6117262	+	AGI91719.1			Phosphoribosyl-ATP pyrophosphatase			XNR_5410	273	90	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6117334	6118191	+							XNR_5411	858		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6117334	6118191	+	AGI91720.1			ATP phosphoribosyltransferase			XNR_5411	858	285	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6118224	6118691	+							XNR_5412	468		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6118224	6118691	+	AGI91721.1			DUF2581 domain-containing protein			XNR_5412	468	155	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6118729	6120597	-							XNR_5413	1869		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6118729	6120597	-	AGI91722.1			CbxX/CfqX family protein			XNR_5413	1869	622	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6121048	6121671	-							XNR_5414	624		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6121048	6121671	-	AGI91723.1			Hypothetical protein			XNR_5414	624	207	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	6121932	6123293	+							XNR_5415	1362		
